Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy
58,0.7546024020761252,0.73359375,0.7130225337056133,0.74
59,0.717526513710618,0.73125,0.7723559739021585,0.7533333333333333
60,0.7118516119197011,0.73203125,0.8093817629426485,0.7066666666666667
61,0.6566321572288871,0.76640625,0.6535007242377227,0.7866666666666666
62,0.7358570214360952,0.74140625,0.7555225994585393,0.7666666666666667
63,0.7108475691638887,0.75625,0.7401318243933687,0.7466666666666667
64,0.6965616479516029,0.759375,0.7345183816373658,0.7266666666666667
65,0.7083440855145454,0.73359375,0.7043395874435858,0.7333333333333333
66,0.6376763209700584,0.76640625,0.6720609126515531,0.7666666666666667
67,0.6738269865512848,0.771875,0.6931555185540734,0.7333333333333333
68,0.6203189188614487,0.78046875,0.723579832877731,0.78
69,0.6212978724390268,0.78125,0.5408148761093616,0.8266666666666667
70,0.652576993405819,0.76875,0.5835500726127065,0.8066666666666666
71,0.6120832581073046,0.78671875,0.5249893926586567,0.8466666666666667
72,0.680579792894423,0.765625,0.5135038087503442,0.7866666666666666
73,0.5591362670995295,0.8015625,0.6016496063277009,0.7933333333333333
74,0.522784283850342,0.80625,0.667236673218916,0.7866666666666666
75,0.6252965733408928,0.78828125,0.5750153993966524,0.8266666666666667
76,0.6194924648851157,0.78125,0.6568697793022147,0.7666666666666667
77,0.5536683001555502,0.809375,0.6039012886570223,0.8266666666666667
78,0.5514653377234936,0.80703125,0.673609834795158,0.7733333333333333
79,0.5570456566289067,0.80078125,0.6326290317672344,0.7533333333333333
80,0.5221373626962305,0.81796875,0.6753958864925274,0.7666666666666667
81,0.5422257420606911,0.80625,0.5688956129009602,0.7866666666666666
82,0.5194065033458173,0.80625,0.4873341851681471,0.8133333333333334
83,0.4972021244466305,0.81953125,0.5378495861161112,0.8066666666666666
84,0.5742667807266116,0.80390625,0.5679231721526109,0.8
85,0.5166299613658338,0.81953125,0.535171778962443,0.78
86,0.5109282282181085,0.828125,0.6718914932113451,0.7666666666666667
87,0.5566981678828598,0.80859375,0.5542113777093861,0.8
88,0.46288997065275905,0.85078125,0.6366956208501263,0.7866666666666666
89,0.38542646444402634,0.8609375,0.5819650336483028,0.8
90,0.5017727221362293,0.83046875,0.5427758066177678,0.8133333333333334
